name,latitude,longitude,region,y_coord,x_coord
Новоподрезково,55.936389,37.351667,msc,20.52979693615991,-16.70679477877789
Молжаниново,55.924167,37.380833,msc,19.168992605003563,-14.875414438518863
Химки,55.894444,37.450833,msc,15.859628466744223,-10.47999862310965
Левобережная,55.886944,37.468611,msc,15.024579665381676,-9.363688119430407
Ховрино,55.879444,37.486667,msc,14.18953188802932,-8.229921370922675
Грачёвская,55.869444,37.509167,msc,13.076136444642094,-6.817108160383557
Моссельмаш,55.862222,37.526389,msc,12.27204338780481,-5.73570940988795
Лихоборы,55.85,37.5525,msc,10.911255557141954,-4.096155026671503
Петровско-Разумовская,55.839722,37.568333,msc,9.766913257675624,-3.1019737814298276
Останкино,55.817222,37.603611,msc,7.2617923495624375,-0.8868074850016103
Рижская,55.796944,37.639167,msc,5.004073951698078,1.3458149673015853
Митьково,55.786389,37.6675,msc,3.8289009785483983,3.1248927584094366
Электрозаводская,55.781111,37.705278,msc,3.241259584627655,5.497038125132852
Сортировочная,55.763611,37.720833,msc,1.2928501085456525,6.473763125830877
Авиамоторная,55.750278,37.721944,msc,-0.19161148873213107,6.543524709214474
Андроновка,55.744444,37.741111,msc,-0.8411528795035187,7.747053233923066
Перово,55.735556,37.765,msc,-1.830716972608962,9.247083958733695
Плющево,55.730556,37.774167,msc,-2.387401810177126,9.822695326759906
Вешняки,55.721944,37.799167,msc,-3.346234705088224,11.39248720327754
Выхино,55.88,37.816667,msc,14.2514367281119,12.491341299427269
Косино,55.714167,37.8475,msc,-4.212100173056272,14.427396138374217
Ухтомская,55.698611,37.864167,msc,-5.94405047067982,15.473944220831449
Люберцы I,55.681667,37.896944,msc,-7.830530778574207,17.53206478165612
Панки,55.668889,37.9225,msc,-9.253181075912565,19.136766461380855
Томилино,55.655,37.954722,msc,-10.799522191423794,21.160035895665022
Красково,55.649722,37.9825,msc,-11.387150932064822,22.90425875302423
Малаховка,55.645,38.008333,msc,-11.912876706504015,24.52635127911293
Удельная,55.634444,38.043889,msc,-13.088131751055958,26.758964044861866
Быково,55.626667,38.070556,msc,-13.953984795359906,28.43342247199212
Ильинская,55.616389,38.100278,msc,-15.098285220565172,30.299707402193143
Отдых,55.601111,38.136944,msc,-16.799256735897217,32.6020136380648
Кратово,55.591667,38.16,msc,-17.85069949007204,34.04972896353349
Есенинская,55.581944,38.184167,msc,-18.933202858882265,35.56720436883501
Фабричная,55.572778,1.873333,spb,-486.2556409448557,-1577.7004743653997
Раменское,55.565278,55.565278,ekb,-141.71851209217536,-307.4522209194347
Ипподром,55.560278,38.238889,msc,-21.34536551961027,39.00326142390697
Железнодорожная,55.7525,38.008889,msc,0.05577999612299939,24.5612633376374
Ольгино,55.751667,37.978611,msc,-0.03696398692435244,22.660062583433145
Кучино,55.752222,37.954722,msc,0.02482822126152741,21.160035895665022
Салтыковская,55.757778,37.923056,msc,0.6434186365957548,19.17167857416262
Никольское,55.759722,37.897778,msc,0.8598586124874582,17.584432971076172
Реутово,55.751389,37.855833,msc,-0.0679157575603112,14.950638810801673
Новогиреево,55.744444,37.818333,msc,-0.8411528795035187,12.595952199278791
Кусково,55.739722,37.795278,msc,-1.3668868176560722,11.148290402010227
Девяткино,60.050182,30.443045,spb,12.41109553316049,7.158273499180907
Гражданский проспект,60.034969,30.418224,spb,10.716169400910937,5.770704258004622
Академическая,60.012806,30.396044,spb,8.246929878651,4.530774760216707
Политехническая,60.008942,30.370907,spb,7.8164320858990095,3.12553981190065
Площадь Мужества,59.999828,30.366159,spb,6.801019818834285,2.8601121200030404
Лесная,59.984947,30.344259,spb,5.1430954946212575,1.635835234295073
Выборгская,59.970925,30.347408,spb,3.580877659108487,1.8118739553291605
Площадь Ленина,59.955611,30.35605,spb,1.874719452611005,2.294988153378232
Чернышевская,59.94453,30.359919,spb,0.6401693029430104,2.511277068667705
Площадь Восстания,59.930279,30.361069,spb,-0.9475520355209212,2.5755655801733415
Владимирская,59.927628,30.347898,spb,-1.2429028063459666,1.8392664523200486
Пушкинская,59.92065,30.329599,spb,-2.0203287448449236,0.8162964335046865
Технологический институт 1,59.916512,30.318485,spb,-2.4813470597987473,0.19498986203984184
Балтийская,59.907211,30.299578,spb,-3.517578800897963,-0.8619692306036723
Нарвская,59.901218,30.274908,spb,-4.185262874328714,-2.2410976091688974
Кировский завод,59.879688,30.261921,spb,-6.583929295364041,-2.967110562396689
Автово,59.867325,30.261337,spb,-7.961292793909234,-2.9997579449063334
Ленинский проспект,59.85117,30.268274,spb,-9.761119598904482,-2.6119584679051635
Проспект Ветеранов,59.84211,30.250588,spb,-10.770491273375697,-3.6006598423804754
Парнас,60.06699,30.333839,spb,14.283729986412174,1.0533253923680774
Проспект Просвещения,60.051456,30.332544,spb,12.55303588715785,0.9809309345165483
Озерки,60.037098,30.321495,spb,10.953367464240172,0.3632580628367069
Удельная,60.016697,30.315607,spb,8.680436064502576,0.034100864637999564
Пионерская,60.002487,30.296759,spb,7.097265143491492,-1.0195599464016787
Чёрная речка,59.985455,30.300833,spb,5.199692808862523,-0.7918108947778502
Петроградская,59.966389,30.311293,spb,3.0755139402066907,-0.20706492230103604
Горьковская,59.956112,30.31889,spb,1.9305366326388307,0.21763060002861026
Невский проспект,59.935421,30.327052,spb,-0.37467592555551466,0.6739113485993977
Сенная площадь,59.927135,30.320316,spb,-1.2978284551749089,0.2973483589540078
Технологический институт 2,59.916512,30.318485,spb,-2.4813470597987473,0.19498986203984184
Фрунзенская,59.906273,30.31745,spb,-3.622082038476653,0.13713019828320205
Московские ворота,59.891788,30.317873,spb,-5.235864140987733,0.16077719129791665
Электросила,59.879189,30.318659,spb,-6.639523003142131,0.20471699391678602
Парк Победы,59.866344,30.321802,spb,-8.070586024785365,0.38042030124796106
Московская,59.848873,30.321483,spb,-10.017027759597145,0.3625872261562077
Звёздная,59.833241,30.349428,spb,-11.758582344067944,1.924798126433952
Купчино,59.829781,30.375702,spb,-12.144058934339627,3.393594943171828
Беговая,59.98723,30.20247,spb,5.397449207042869,-6.2906025134185946
Приморская,59.948521,30.23447,spb,1.0848121131777146,-4.501705176100593
Василеостровская,59.942577,30.278254,spb,0.42258298015030193,-2.0540459890483325
Гостиный двор,59.933933,30.33341,spb,-0.5404557562666092,1.029342981245092
Маяковская,59.931366,30.354645,spb,-0.8264481579106256,2.2164443622447547
Площадь Александра Невского 1,59.924369,30.384989,spb,-1.6059913493861813,3.912766568181031
Елизаровская,59.89669,30.423656,spb,-4.689729928171218,6.074369565219829
Ломоносовская,59.877342,30.441715,spb,-6.845297672175885,7.083922468069574
Пролетарская,59.865,30.47,spb,-8.220321066761942,8.665139531327483
Обухово,59.848709,30.457743,spb,-10.035298952654017,7.979936197732851
Рыбацкое,59.830986,30.501259,spb,-12.009810607426944,10.412611728090628
Зенит,59.972222,30.211667,spb,3.725378769162005,-5.776462271101937
Спасская,59.927135,30.320316,spb,-1.2978284551749089,0.2973483589540078
Достоевская,59.928234,30.346029,spb,-1.1753877029264463,1.7347836422369887
Лиговский проспект,59.920811,30.355055,spb,-2.0023915836349815,2.2393646144877795
Площадь Александра Невского 2,59.923563,30.383421,spb,-1.6957886107608138,3.825110587119377
Новочеркасская,59.929092,30.411915,spb,-1.0797970012587699,5.418011973531124
Ладожская,59.93243,30.439274,spb,-0.7079067163760764,6.947463167762359
Проспект Большевиков,59.919838,30.466757,spb,-2.110794420742048,8.48384603983342
Улица Дыбенко,59.907417,30.483311,spb,-3.4946281944764435,9.409264565197722
Комендантский проспект,60.008591,30.258663,spb,7.777326320710651,-3.1492427058479757
Старая Деревня,59.989433,30.255163,spb,5.642890039385771,-3.3449033857580126
Крестовский остров,59.971821,30.259436,spb,3.6807026326210273,-3.1060296468119333
Чкаловская,59.961033,30.292006,spb,2.4787930330486163,-1.2852671720610382
Спортивная,59.952026,30.291338,spb,1.4753092171193511,-1.3226104134132546
Адмиралтейская,59.935867,30.31523,spb,-0.3249865334735048,0.013025412230541572
Садовая,59.926739,30.317753,spb,-1.3419472289286698,0.15406882448540846
Звенигородская,59.92065,30.329599,spb,-2.0203287448449236,0.8162964335046865
Обводный Канал,59.914686,30.34815,spb,-2.6847832752495093,1.8533540221912967
Волковская,59.896023,30.35754,spb,-4.764040747807474,2.378283703835216
Бухарестская,59.883769,30.368932,spb,-6.129263962929408,3.015131284252776
Международная,59.870203,30.379289,spb,-7.640654658040591,3.594119185509112
Дунайская,59.839889,30.410667,spb,-11.017931952634745,5.34824497711675
Проспект Славы,59.856704,30.395402,spb,-9.144577757531806,4.494885004432424
Шушары,59.819973,30.432718,spb,-13.2367614078068,6.580962880572142
Проспект Космонавтов,56.900393,60.613878,ekb,6.941248939018306,0.6242142248802662
Уралмаш,56.887674,60.614165,ekb,5.524886847685861,0.641731530267304
Машиностроителей,56.878517,60.61218,ekb,4.505183662615893,0.5205752542792115
Уральская,56.858056,60.600816,ekb,2.2266975786478667,-0.17303679759990356
Динамо,56.847818,60.599406,ekb,1.0866221763566402,-0.25909742707119315
Площадь 1905 года,56.837982,60.59734,ekb,-0.008685843671448923,-0.38519761176219586
Геологическая,56.826715,60.603754,ekb,-1.2633436784273555,0.006286698467219225
Чкаловская,56.808502,60.610698,ekb,-3.2914814982253073,0.43012003959011863
Ботаническая,56.797487,60.633362,ekb,-4.518071594023578,1.813437831920639
Заельцовская,55.059291,82.912569,nsk,3.650658423174904,-0.5684049192551053
Гагаринская,55.051071,82.91477,nsk,2.7355706545053184,-0.42764668048783644
Красный проспект,55.040998,82.917447,nsk,1.61420019766921,-0.25644731406855975
Площадь Ленина,55.029941,82.92069,nsk,0.3832887034244794,-0.049051144618132196
Октябрьская,55.018789,82.939007,nsk,-0.8581963084286034,1.1223566959338076
Речной вокзал,55.008738,82.93827,nsk,-1.9771116576810106,1.075224110131446
Студенческая,54.989089,82.906631,nsk,-4.1645073088641,-0.9481515889698303
Площадь Маркса,54.982931,82.89313,nsk,-4.850036020958852,-1.8115668371373856
Площадь Гарина-Михайловского,55.035947,82.897783,nsk,1.0519014688296349,-1.5139984252062828
Сибирская,55.042163,82.919172,nsk,1.7438930022118004,-0.146130202668231
Маршала Покрышкина,55.043634,82.935566,nsk,1.9076510769398562,0.9022980420296931
Березовая роща,55.043242,82.952913,nsk,1.8640119396042414,2.0116724798999392
Золотая нива,55.037928,82.976044,nsk,1.272434729392966,3.490944932533194
Горьковская,56.313933,43.99482,nng,-1.4323760215707488,-0.7235760816606649
Московская,56.321097,43.945799,nng,-0.6346819088524761,-3.756272877845801
Чкаловская,56.310637,43.936933,nng,-1.7993773561300883,-4.3047702127059075
Ленинская,56.297798,43.937328,nng,-3.2289659349664865,-4.280333438055552
Заречная,56.285144,43.927528,nng,-4.637952335243658,-4.8866128994823175
Двигатель Революции,56.277093,43.922012,nng,-5.5344064537299404,-5.227861614223745
Пролетарская,56.266922,43.914143,nng,-6.666914382035059,-5.714679245742745
Автозаводская,56.257243,43.902357,nng,-7.744637963289363,-6.443823015787705
Комсомольская,56.252662,43.889888,nng,-8.25471607056127,-7.215220696225567
Кировская,56.247426,43.876719,nng,-8.8377256399174,-8.029923980453832
Парк Культуры,56.242034,43.85816,nng,-9.4381047232733,-9.178080756760403
Стрелка,56.3343,43.9597,nng,0.8354427140741034,-2.8962839626461103
Московская,56.321097,43.945799,nng,-0.6346819088524761,-3.756272877845801
Канавинская,56.320273,43.927438,nng,-0.7264323677432645,-4.892180771977263
Бурнаковская,56.325704,43.911897,nng,-0.12170308526911364,-5.853628587971327
Буревестник,56.333834,43.892799,nng,0.7835545990107444,-7.035130986975299
Авиастроительная ,55.828897,49.081403,kzn,3.6485598992927435,-1.5687104573053092
Северный вокзал,55.841519,49.081778,kzn,5.053878608386716,-1.5451901496310756
Яшьлек (Юность),55.827843,49.082905,kzn,3.531208904040519,-1.4745037848998859
Козья слобода,55.817608,49.097646,kzn,2.3916583091809174,-0.5499361622956301
Кремлевская,55.795206,49.105426,kzn,-0.10254239858594905,-0.061968171613329036
Площадь Тукая,55.787163,49.122126,kzn,-0.9980341538852694,0.9854695448488032
Суконная слобода,55.777094,49.142275,kzn,-2.1190950906777255,2.2492313536788555
Аметьево,55.765346,49.165083,kzn,-3.42708996200598,3.679767764953253
Горки,55.760763,49.189679,kzn,-3.937349791668482,5.222448885488389
Проспект Победы,55.750109,49.207735,kzn,-5.1235381926015116,6.354935785935768
Дубравная,55.7425,49.2197,kzn,-5.9707030172450875,7.105390189563023
